job_name,GB_type,element,system,distance,path,structure_file,num_atoms,formula,volume,density,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,energy_eV,energy_per_atom_eV,incar,incar_system,incar_encut,incar_ediff,incar_ediffg,incar_ispin,incar_ismear,incar_sigma,incar_nsw,incar_ibrion,incar_isif,incar_prec,incar_lreal,incar_gga,potcar_symbols,potcar_nelectrons_map,potcar_total_nelectrons,parse_errors
T1g-Al-Al-47-d-6.48,T1g,Al,Al-47-d-6.48,6.48,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Al/Al-47-d-6.48,CONTCAR,64,Ti63 Al1,1108.4386346486194,4.558087591508476,5.872,6.890708,27.394398,90.0,90.0,90.0,-492.02658471,-7.68791538609375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-47-d-6.48""}",Al-47-d-6.48,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1g-Al-Al-48-d-6.96,T1g,Al,Al-48-d-6.96,6.96,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Al/Al-48-d-6.96,CONTCAR,64,Ti63 Al1,1108.4386346486194,4.558087591508476,5.872,6.890708,27.394398,90.0,90.0,90.0,-491.96893468,-7.687014604375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-48-d-6.96""}",Al-48-d-6.96,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1g-Al-Al-49-d-6.96,T1g,Al,Al-49-d-6.96,6.96,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Al/Al-49-d-6.96,CONTCAR,64,Ti63 Al1,1108.4386346486194,4.558087591508476,5.872,6.890708,27.394398,90.0,90.0,90.0,-491.97023328,-7.687034895,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-49-d-6.96""}",Al-49-d-6.96,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-32-d-0.00,T1m,Al,Al-32-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-32-d-0.00,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.0578372,-7.68840370625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-32-d-0.00""}",Al-32-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-33-d-0.00,T1m,Al,Al-33-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-33-d-0.00,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.05619035,-7.68837797421875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-33-d-0.00""}",Al-33-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-34-d-0.00,T1m,Al,Al-34-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-34-d-0.00,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.9078509,-7.6860601703125,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-34-d-0.00""}",Al-34-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-35-d-0.00,T1m,Al,Al-35-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-35-d-0.00,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.90839302,-7.6860686409375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-35-d-0.00""}",Al-35-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-36-d-1.42,T1m,Al,Al-36-d-1.42,1.42,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-36-d-1.42,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.05328845,-7.68833263203125,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-36-d-1.42""}",Al-36-d-1.42,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-37-d-1.42,T1m,Al,Al-37-d-1.42,1.42,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-37-d-1.42,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.05278475,-7.68832476171875,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-37-d-1.42""}",Al-37-d-1.42,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-38-d-2.03,T1m,Al,Al-38-d-2.03,2.03,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-38-d-2.03,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.00290219,-7.68754534671875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-38-d-2.03""}",Al-38-d-2.03,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-39-d-2.03,T1m,Al,Al-39-d-2.03,2.03,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-39-d-2.03,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.00303224,-7.68754737875,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-39-d-2.03""}",Al-39-d-2.03,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-40-d-3.20,T1m,Al,Al-40-d-3.20,3.2,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-40-d-3.20,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.05899074,-7.6884217303125,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-40-d-3.20""}",Al-40-d-3.20,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-41-d-3.20,T1m,Al,Al-41-d-3.20,3.2,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-41-d-3.20,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.05966097,-7.68843220265625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-41-d-3.20""}",Al-41-d-3.20,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-42-d-3.62,T1m,Al,Al-42-d-3.62,3.62,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-42-d-3.62,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.96712561,-7.68698633765625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-42-d-3.62""}",Al-42-d-3.62,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-43-d-3.62,T1m,Al,Al-43-d-3.62,3.62,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-43-d-3.62,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.96704057,-7.68698500890625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-43-d-3.62""}",Al-43-d-3.62,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-44-d-4.84,T1m,Al,Al-44-d-4.84,4.84,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-44-d-4.84,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.02732842,-7.6879270065625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-44-d-4.84""}",Al-44-d-4.84,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-45-d-4.84,T1m,Al,Al-45-d-4.84,4.84,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-45-d-4.84,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.02662491,-7.68791601421875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-45-d-4.84""}",Al-45-d-4.84,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-46-d-5.43,T1m,Al,Al-46-d-5.43,5.43,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-46-d-5.43,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.9997219,-7.6874956546875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-46-d-5.43""}",Al-46-d-5.43,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-47-d-5.43,T1m,Al,Al-47-d-5.43,5.43,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-47-d-5.43,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-491.99862191,-7.68747846734375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-47-d-5.43""}",Al-47-d-5.43,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-48-d-6.60,T1m,Al,Al-48-d-6.60,6.6,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-48-d-6.60,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.01065742,-7.6876665221875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-48-d-6.60""}",Al-48-d-6.60,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T1m-Al-Al-49-d-6.60,T1m,Al,Al-49-d-6.60,6.6,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1m/Al/Al-49-d-6.60,CONTCAR,64,Ti63 Al1,1108.7119705599027,4.556963865005457,5.871999,6.890708,27.401158,90.0,90.0,90.0,-492.01090214,-7.6876703459375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-49-d-6.60""}",Al-49-d-6.60,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T2-Al-Al-32-d-0.00,T2,Al,Al-32-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T2/Al/Al-32-d-0.00,CONTCAR,64,Ti63 Al1,1105.3570633764582,4.570794862528288,5.088765,9.739025,22.303587,90.0,90.0,90.0,-492.04695823,-7.68823372234375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-32-d-0.00""}",Al-32-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
T2-Al-Al-33-d-0.00,T2,Al,Al-33-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T2/Al/Al-33-d-0.00,CONTCAR,64,Ti63 Al1,1105.3570633764582,4.570794862528288,5.088765,9.739025,22.303587,90.0,90.0,90.0,-492.04866647,-7.68826041359375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-33-d-0.00""}",Al-33-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",255.0,
